"severity","category","code","id","subject","unit","concept","difficulty","message","reasons","excerpt","meta"
"P2","difficulty","difficulty_maybe_too_low","q-2018-skku-08","적분학","정적분의 응용","회전체 부피(워셔)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=29""]","좌표평면 위에 곡선 $y=9-x^2$과 두 개의 직선 $x=1,\,y=5$에 의해 둘러싸인 영역을 직선 $y=5$ 둘레로 회전시켜 생기는 입체의 부피는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-skku-09","적분학","정적분의 응용","확률밀도함수 기댓값","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=25""]","확률 변수(random variable) $X$의 확률밀도(probability density)함수 $f(x)$가 $f(x)=\begin{cases}\dfrac{c}{(1+x)^3},&x\ge 0\\ 0,&x<0\end{cases}$이라 할 때 $X$의 기댓값(expected value)은? (단, $c$는 상수)","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-skku-13","선형대수","벡터공간","내적공간 직교분해","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=37""]","$C[-1,1]$의 부분공간 $P_1=\mathrm{span}\{1,x\}$에 대하여 두 함수 $h_1\in P_1,\,h_2\in P_1^{\perp}$가 $h_1(x)+h_2(x)=e^x$을 만족할 때 $h_1(1)$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-skku-14","공학수학","미분방정식","안정상태해(특수해)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=15""]","미분방정식 $y''+2y'+2y=\cos 2t$의 해가 $y(0)=1,\,y'(0)=0$을 만족할 때 안정상태해(Steady state solution)의 $t=\dfrac{\pi}{2}$에서의 함숫값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-skku-19","적분학","급수의 수렴/발산","교대 망원급수","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=24""]","다음 무한급수의 합은? $\displaystyle\sum_{n=1}^{\infty}\dfrac{(-1)^{n+1}}{n(n+1)}=\dfrac{1}{1\cdot 2}-\dfrac{1}{2\cdot 3}+\dfrac{1}{3\cdot 4}-\cdots$","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-skku-20","공학수학","미분방정식","복소 고윳값 연립 ODE","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=23""]","다음 연립 미분방정식 $\begin{cases}y_1'=2y_1-2y_2\\ y_2'=2y_1+2y_2\end{cases}$은 $(y_1(0),y_2(0))=(1,1)$을 만족한다. $\!\left(y_1\!\left(\dfrac{\pi}{2}\right),y_2\!\left(\dfrac{\pi}{2}\right)\right)$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-sogang-04","적분학","특이적분","이상적분 수렴판정","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=21""]","다음 \<보기\>의 이상적분(Improper Integral) 중에서 수렴하는 것만을 있는 대로 고른 것은? (ㄱ) $\displaystyle\int_{-\infty}^{\infty}e^{-x^2+2x}\,dx$ (ㄴ) $\displaystyle\int_1^{\infty}\dfrac{1+e^{-2x}}{2x}\,dx$ (ㄷ) $\displaystyle\int_0^1(x+1)\ln x\,dx$","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-sogang-06","적분학","급수의 수렴/발산","멱급수 수렴구간","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=18""]","다음 \<보기\>의 멱급수 중에서 수렴구간이 $[-1,1]$을 포함하는 것만을 있는 대로 고른 것은? (ㄱ) $\displaystyle\sum_{n=1}^{\infty}\dfrac{x^n}{n\ln(n+1)}$ (ㄴ) $\displaystyle\sum_{n=1}^{\infty}\dfrac{2^n x^n}{n!}$ (ㄷ) $\displaystyle\sum_{n=1}^{\infty}\dfrac{...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-sogang-07","적분학","급수의 수렴/발산","테일러 급수 적분 근사","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=28""]","적분 $\displaystyle\int_0^1\cos(x^2)\,dx$의 값에 가장 가까운 근삿값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-sogang-09","적분학","극좌표와 응용","극곡선 호의 길이","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=34""]","극좌표로 표현된 곡선 $r=1-\sin\theta$에서 원 $r=1-\dfrac{\sqrt{3}}{2}$ 안에 있는 부분의 길이는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-sogang-10","다변수함수","곡선과 곡면","평행육면체 부피 최대","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=17""]","세 벡터 $(0,1,1),\,(-1,1,2),\,(x,y,1)$로 이루어진 평행육면체의 부피의 최댓값은? (단, 벡터 $(x,y,1)$의 길이는 $\sqrt{2}$이다.)","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-sogang-13","다변수함수","중적분","적분순서 변경","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=21""]","반복적분 $\displaystyle\int_0^1\!\int_x^1 e^{x/y}\,dy\,dx$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-sogang-14","다변수함수","중적분","극좌표 변환 부피","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=27""]","포물면 $z=x^2+y^2$, 평면 $z=0$, 원기둥 $x^2+y^2-2x=0$으로 둘러싸인 입체의 부피는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-sogang-15","공학수학","미분방정식","적분인자","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=24""]","완전(Exact) 미분방정식 아닌 $(e^{x+y}+ye^y)dx=(1-xe^y)dy$를 완전 미분방정식으로 변환하는 적분인자(Integrating factor)가 될 수 있는 것은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-sogang-16","공학수학","미분방정식","동반행렬과 고윳값","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=20""]","미분 방정식 $y''+2y'+\dfrac{3}{4}y=0$을 연립 미분방정식 $\begin{pmatrix}y'\\y''\end{pmatrix}=\begin{pmatrix}a&b\\c&d\end{pmatrix}\!\begin{pmatrix}y\\y'\end{pmatrix}$으로 나타낼 수 있다. 행렬 $\begin{pmatrix}a&b\\c&d\end{pmatrix}$의 고윳값(eigenval...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2018-sogang-17","공학수학","미분방정식","라플라스 역변환","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=40""]","$L$을 라플라스 변환(Laplace transform)이라 하고 $L^{-1}$을 라플라스 역변환이라고 할 때 $L^{-1}\!\left[\dfrac{s^2}{(s^2+4)^2}\right]$는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ajou-31","다변수함수","편도함수","이변수 함수 일차근사","easyMedium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""mathDensity=16""]","이변수 함수 $f(x,y)=\sqrt{x^2+3y^2}$에 대한 $(1,1)$에서의 일차 근사 함수(linear approximation, tangent plane approximation)를 이용하여 $f(1.2,0.9)$의 근삿값을 구하면?","{""currentIndex"":1,""predictedIndex"":3,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ajou-32","적분학","급수의 수렴/발산","분수 분해 급수 (telescoping)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=23""]","무한급수 $\displaystyle\sum_{n=1}^{\infty}\dfrac{n^2+3n+1}{(n+2)!}$의 값을 구하면?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ajou-34","적분학","급수의 수렴/발산","급수 발산 조건","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=15""]","다음 중 무한급수 $\displaystyle\sum_{n=1}^{\infty}\dfrac{(-1)^{nq}}{n^p(\ln(n+2019))^{q/2}}$가 발산하는 경우는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ajou-35","적분학","급수의 수렴/발산","멱급수 변형 (미분·곱)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=37""]","$f(x)=\displaystyle\sum_{n=0}^{\infty}(n+1)x^{2n}$일 때 $\displaystyle\sum_{n=0}^{\infty}n^2 x^{2n}$으로 표현되는 함수는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ajou-37","적분학","정적분의 응용","곡선의 길이","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=35""]","곡선 $y=\dfrac{1}{2}\!\left(x^2-\dfrac{1}{2}\ln x\right)$, $1\le x\le 2$의 길이는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ajou-39","적분학","급수의 수렴/발산","수렴·발산 보기 진위","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=28""]","다음 보기의 내용 중 옳은 것은 모두 몇 개인가? 가. $\pi-\dfrac{\pi^3}{3!}+\dfrac{\pi^5}{5!}-\dfrac{\pi^7}{7!}+\cdots$은 $0$으로 수렴한다. 나. $\displaystyle\int_0^4\dfrac{2x}{x^2-1}dx=\ln 15$ 다. 무한급수 $S=\displaystyle\sum_{n=1}^{\infty}(-1)^{n+1}\df...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ajou-49","적분학","특이적분","$\sin^2\cos^2$ 적분 (지문 2)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=29""]","지문 48의 변환에서 $\sin^2\theta\cos^2\theta=\alpha+\beta\cos\gamma\theta$일 때 $\displaystyle\int_0^{a}(\alpha+\beta\cos\gamma\theta)d\theta=c$. $c$의 값은? ($a=\pi/2$)","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ajou-50","적분학","특이적분","가우시안 결합 (지문 3)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=31""]","$\displaystyle\int_0^{\infty}x^2 e^{-x^2}dx$의 값을 구하면?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-dankook-32","적분학","부정적분","치환 + 부분적분","easy","Heuristic estimate differs from current difficulty.","[""unitBase=1"",""mathDensity=16""]","$\displaystyle\int_1^e(\ln x)^2\,dx$의 값은?","{""currentIndex"":0,""predictedIndex"":2,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-dankook-34","적분학","특이적분","이상적분 + 미정 상수","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=14""]","두 실수 $a,k$가 $a=\displaystyle\int_0^{\infty}\!\left(\dfrac{1}{\sqrt{x^2+4}}-\dfrac{k}{x+2}\right)dx$를 만족시킬 때 $a\times k$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-dankook-37","다변수함수","곡선과 곡면","평면 + 직선 교점, 두 벡터 사이 각","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=15""]","세 점 $P_1(2,1,-1),\,P_2(-1,3,0),\,P_3(3,2,-5)$는 평면 $\alpha$ 위에 있고 점 $A(-2,2,-6)$을 지나고 벡터 $\vec{u}=\langle 1,1,-2\rangle$에 평행한 직선이 평면 $\alpha$와 만나는 점을 $B$라 하자. 두 벡터 $\vec{BA}$와 $\overrightarrow{BP_2}$ 사이의 각을 $\theta$라 할 때 ...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-dankook-43","다변수함수","편도함수","벡터 미분 진위 (4보기)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""multiStatement""]","벡터장 $\vec{r}(x,y,z)=\langle x,y,z\rangle$에 대하여 $r=|\vec{r}|$이라 할 때 다음 중 옳은 것의 개수는? (단, $\vec{r}\ne\vec{0}$이다.) ㄱ. $\text{curl}\vec{r}=\vec{0}$ ㄴ. $\text{div}\vec{r}=3$ ㄷ. $\text{div}(r\vec{r})=4r$ ㄹ. $\text{curl}(\nabla ...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-dankook-45","선형대수","고유치와 대각화","고유치 합 (대각합)","easy","Heuristic estimate differs from current difficulty.","[""unitBase=3""]","행렬 $\begin{pmatrix}1&4\\1&a\end{pmatrix}$의 모든 고윳값의 합이 $-1$일 때 실수 $a$의 값은?","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-dankook-48","공학수학","미분방정식","변수분리 + 초기조건","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=22""]","미분방정식 $(y+x^2 y)\dfrac{dy}{dx}-2x=0$을 만족시키는 곡선 $f(x,y)=0$ 중에서 원점 $(0,0)$을 지나는 곡선은 점 $(a,2)$를 지난다. 양수 $a$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-dankook-49","공학수학","Laplace변환","컨볼루션 라플라스","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=24""]","함수 $f(t)=\displaystyle\int_0^t e^{-\tau}\cosh(\tau)\cos(t-\tau)\,d\tau$의 라플라스 변환은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ewha-08","적분학","급수의 수렴/발산","급수 수렴 판정 (네 식)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=19""]","다음의 급수들 중 수렴하는 것을 모두 고르시오. a. $\!\displaystyle\sum_{n=2}^{\infty}\dfrac{1}{n(\ln n)^n}$ b. $\!\displaystyle\sum_{n=2}^{\infty}\dfrac{(-1)^n}{\ln n}$ c. $\!\displaystyle\sum_{n=2}^{\infty}\dfrac{1}{n(1+(\ln n)^2)}$ d. $\!...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ewha-12","다변수함수","Taylor급수와 최대/최소","치환 후 코시 부등식 극값","mediumHard","Heuristic estimate differs from current difficulty.","[""unitBase=4"",""mathDensity=30""]","실수 $a,b,c$에 대하여 $a+2b+3c=\sqrt 6$이고 $a^2+4b^2+9c^2=2$일 때, $a^3+8b^3+27c^3$의 값을 구하시오.","{""currentIndex"":3,""predictedIndex"":5,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ewha-17","적분학","특이적분","이상적분 수렴 (네 식)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=25""]","다음의 특이적분들 중 수렴하는 것을 모두 고르시오. a. $\!\int_0^{\infty}\dfrac{1}{2+x^4}\,dx$ b. $\!\int_{-\infty}^{\infty}x^4 e^{-x^2}\,dx$ c. $\!\int_1^{\infty}\dfrac{\cos(e^{x^2})}{x^2(2+\sin x)}\,dx$ d. $\!\int_1^{\infty}\dfrac{(\ln x)^2}...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ewha-20","다변수함수","선적분과 면적분","벡터장 선적분 (원호)","mediumHard","Heuristic estimate differs from current difficulty.","[""unitBase=4"",""mathDensity=15""]","$x^2+y^2=9,\,x\ge 0,\,y\ge 0$로 주어지고 시계방향으로 방향이 주어진 원호를 $C$라 하자. 벡터장 $\vec F(x,y)=x^2\mathbf i+x\mathbf j$에 대하여 선적분 $\!\displaystyle\int_C\vec F\cdot d\vec r$의 값을 구하시오.","{""currentIndex"":3,""predictedIndex"":5,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ewha-21","다변수함수","중적분","적분 순서 교환 (sin x²)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=24""]","중적분 $\!\displaystyle\int_0^{\sqrt{\pi/2}}\!\int_y^{\sqrt{\pi/2}}\sin(x^2)\,dx\,dy$의 값을 계산하시오.","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ewha-24","다변수함수","곡선과 곡면","음함수 접평면 비율","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/""]","$3$차원 공간에서 방정식 $xy+y\sin z+x^2 z=0$으로 주어지는 곡면상의 점 $(1,0,0)$을 지나고 이 곡면에 접하는 평면의 방정식을 $ax+by+cz+d=0$이라 할 때, $b/c$의 값을 구하시오.","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-ewha-29","적분학","급수의 수렴/발산","$\sum n^2/3^n$ 급수합","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=21""]","급수 $\!\displaystyle\sum_{n=1}^{\infty}\dfrac{n^2}{3^n}$의 값을 계산하시오.","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-gachon-01","미분학","추가내용","쌍곡함수 미분 + 항등식","easyMedium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""mathDensity=14""]","함수 $f(x)=\sinh x$에 대하여 $f(a)=\dfrac{12}{5}$일 때 $f'(a)$의 값은?","{""currentIndex"":1,""predictedIndex"":3,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-gachon-02","적분학","정적분의 계산","삼각치환 + Wallis","easyMedium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""mathDensity=17""]","$\displaystyle\int_{-1}^1\sqrt{3+2x-x^2}\,dx$의 값은?","{""currentIndex"":1,""predictedIndex"":3,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-gachon-03","다변수함수","편도함수","음함수 접선기울기","easyMedium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""mathDensity=18""]","곡선 $xy^2+x^2 y=2$ 위의 점 중에서 접선의 기울기가 $-1$인 점이 $(a,b)$라 할 때 $ab$의 값은?","{""currentIndex"":1,""predictedIndex"":3,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-gachon-04","적분학","정적분의 응용","역함수와 영역","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=17""]","두 곡선 $y=\sin x,\,y=\sin^{-1}x$와 두 직선 $x=\dfrac{\pi}{2},\,y=\dfrac{\pi}{2}$로 둘러싸인 영역의 넓이는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-gachon-12","다변수함수","편도함수","법선과 곡면의 교점","medium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=25""]","점 $(1,1,2)$에서 포물면 $z=x^2+y^2$에 대한 법선이 이 포물선과 다시 만나는 점을 $(a,b,c)$라 할 때 $a+b+c$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-gachon-15","선형대수","고유치와 대각화","두 고유값의 차의 절댓값","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=18""]","행렬 $A=\begin{pmatrix}2019&1\\2&2018\end{pmatrix}$의 두 고윳값을 $\lambda_1,\lambda_2$라 할 때 $|\lambda_1-\lambda_2|$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-gachon-19","다변수함수","중적분","적분순서 변경","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=25""]","미분 가능한 함수 $f(0)=0$이고 $f'(x)=\displaystyle\int_x^1\cos(t^2)\,dt$일 때 $f(1)$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-gachon-20","다변수함수","곡선과 곡면","두 직선 사이 거리","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=13""]","두 직선 $\ell_1:x+2=y-5=\dfrac{z-1}{2}$와 $\ell_2:x-1=y-1=z$ 사이의 최단 거리는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-gachon-24","다변수함수","중적분","삼중적분(우함수)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/""]","$E$가 두 곡면 $z=x^2-1,\,z=1-x^2$과 두 평면 $y=0,\,y=2$로 둘러싸인 입체영역일 때, $\displaystyle\iiint_E(xy)\,dV$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-gachon-25","다변수함수","체적과 곡면적","스칼라 면적분(포물면)","mediumHard","Heuristic estimate differs from current difficulty.","[""unitBase=4"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""multipleMidKeywords=/매개변수|극좌표|극방정식|특이적분|이상적분/|/중적분|삼중적분|선적분|면적분|곡면적|방향도함수|경도/"",""mathDensity=66""]","곡면 $S=\{(x,y,z)\mid z=x^2+y^2,\,0\le z\le 1\}$에 대해 $\displaystyle\iint_S z\,dS$의 값은?","{""currentIndex"":3,""predictedIndex"":5,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-hansung-02","미분학","함수","역삼각함수·직각삼각형","easy","Heuristic estimate differs from current difficulty.","[""unitBase=1"",""mathDensity=22""]","$\sin\!\left(\tan^{-1}\!\dfrac{x}{2}\right)$의 값은?","{""currentIndex"":0,""predictedIndex"":2,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-hansung-04","선형대수","행렬","케일리-해밀턴·행렬 거듭제곱","medium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""highKeyword=/Jordan|조르당|최소다항식|Cayley[-\\s]*Hamilton|케일리/"",""mathDensity=11""]","행렬 $A=\!\begin{pmatrix}2&1\\1&a\end{pmatrix}$에 대하여 $A^2-5A+5I=O$를 만족한다. $A^3$의 모든 원소의 합은? (단, $I$는 단위행렬, $O$는 영행렬)","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-hansung-12","적분학","급수의 수렴/발산","멱급수 수렴구간 (p=2)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=12""]","멱급수 $\!\displaystyle\sum_{n=1}^{\infty}\dfrac{(x+3)^{n-1}}{n^2}$의 수렴 구간은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-hansung-13","적분학","급수의 수렴/발산","테일러 급수·특정 계수","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=14""]","함수 $f(x)=x\sin(2x)$를 $x=0$에서 테일러 급수로 전개할 때 $x^6$의 계수는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-hansung-14","공학수학","Laplace변환","역라플라스·1차 이동","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=19""]","다음은 라플라스 변환 문제이다. $f(t)=\mathcal{L}^{-1}\!\left\{\dfrac{s-1}{(s+2)^2+3^2}\right\}$일 때 $f\!\left(\dfrac{\pi}{2}\right)$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-hanyang-07","다변수함수","삼중적분과 극좌표계","적분 순서 변경","mediumHard","Heuristic estimate differs from current difficulty.","[""unitBase=4"",""mathDensity=62""]","적분 $\displaystyle\int_0^1\!\!\int_0^{z^2}\!\!\int_0^{\sqrt y}\sqrt{4y^{3/2}-3y^2}\,dx\,dy\,dz$의 값은?","{""currentIndex"":3,""predictedIndex"":5,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-hanyang-09","적분학","정적분과 무한급수","리만합","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=44""]","극한 $\displaystyle\lim_{n\to\infty}\dfrac{1}{n^2}\!\prod_{k=1}^{n}(n^2+k^2)^{1/n}$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-hanyang-10","선형대수","고유치와 대각화","대각화 + 거듭제곱","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=23""]","행렬 $A=\begin{pmatrix}2&3\\1&0\end{pmatrix}$에 대하여 $A^{2019}\begin{pmatrix}1\\1\end{pmatrix}=\begin{pmatrix}a\\b\end{pmatrix}$일 때, $a+b$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-hanyang-11","선형대수","고유치와 대각화","닮은 행렬 행렬식","easy","Heuristic estimate differs from current difficulty.","[""unitBase=3""]","$3\times 3$ 행렬 $B$의 고유값이 $1,2,3$이고, 행렬 $A$는 $B$와 닮은행렬(similar matrix)일 때, $\det(A-4I)$의 값은?","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-hanyang-16","공학수학","미분방정식","2계 ODE 최솟값","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=19""]","미분방정식 $x''-5x'-14x=0$의 해 $x=x(t)$가 초기조건 $x(0)=5,\,x'(0)=-1$을 만족할 때, $x(t)$가 최소가 되는 $t$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2019-hanyang-17","공학수학","미분방정식","공명 비제차 ODE","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=26""]","미분방정식 $x''+5x'+6x=e^{-2t}$의 해 $x=x(t)$가 초기조건 $x(0)=1,\,x'(0)=0$을 만족할 때, $x(1)$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
